Time,SensorID,RadarID,TOA,Amplitude,Frequency,PulseWidth,AOA
0.01,Sensor1,Radar7,0.010002109833144862,-94.25071416874908,12502119627.166962,0.0002603909036347691,71.56906184153071
0.03,Sensor1,Radar1,0.030081652486626864,-86.4959599522351,476304192.5341691,9.674907161519856e-05,45.0
0.03,Sensor1,Radar7,0.030002110174431367,-95.64099837820184,12504575064.971062,0.0002455695890642164,71.5770829296463
0.05,Sensor1,Radar1,0.050079085560050064,-87.40178985286349,505620164.3640297,9.626557172672032e-05,45.0
0.05,Sensor1,Radar7,0.05000211006449369,-95.8232908537522,12488818519.211626,0.0002483718238412721,71.58510369646284
0.07,Sensor1,Radar2,0.07000471890703339,-155.2177162189663,2499797651.338187,0.0001927029592689624,-135.0
0.07,Sensor1,Radar7,0.07000210940707981,-94.85131803652385,12488617981.895514,0.00025692802948622945,71.59312414168527
0.09,Sensor1,Radar7,0.09000210979097502,-93.72085478414148,12524884719.485086,0.0002519705777847234,71.60114426501863
0.10999999999999999,Sensor1,Radar7,0.11000210911090681,-96.03424172589604,12490934302.87589,0.0002429563462719838,71.60916406616806
0.12999999999999998,Sensor1,Radar7,0.1300021107828622,-95.13991513576053,12485516319.98803,0.0002576401677395624,71.6171835448387
0.15,Sensor1,Radar7,0.15000211010312783,-96.4796091688923,12495200515.960552,0.00024830264812455077,71.62520270073583
0.17,Sensor1,Radar7,0.17000211166809867,-94.4081901789888,12480579731.098173,0.00023925974191190717,71.63322153356475
0.2700000000000001,Sensor1,Radar2,0.2701047160465962,-154.03336526961527,2506305086.379397,0.00019340814898002548,-135.0
0.2900000000000001,Sensor1,Radar1,0.2900580246741916,-85.93849689955434,487206794.1662664,9.702790059129351e-05,45.0
0.5300000000000002,Sensor1,Radar1,0.5300810851199516,-86.38836384135962,499279089.06397116,9.969384860611415e-05,45.0
0.6700000000000004,Sensor1,Radar1,0.6700451157803314,-87.6857703193925,487616142.4308147,9.799862865811595e-05,45.0
0.7300000000000004,Sensor1,Radar2,0.7301047176796259,-153.2911380577531,2488849404.62285,0.00019457978387297893,-135.0
0.8500000000000005,Sensor1,Radar1,0.8500602202763629,-85.98713475653057,496723133.1817719,0.00010103813300090843,45.0
1.1700000000000008,Sensor1,Radar4,1.1700407673613493,-127.02259524641212,6504306791.984597,0.0003942004154916803,38.66987216100262
1.1900000000000008,Sensor1,Radar2,1.1901047175059356,-155.0035149503656,2505832049.2811246,0.00019301538593494797,-135.0
1.330000000000001,Sensor1,Radar1,1.330081431534558,-85.86383092679112,480279942.2443924,0.00010132866446305732,45.0
1.350000000000001,Sensor1,Radar1,1.3500457556342995,-86.3279206715018,492319980.06034535,0.00010168250631674438,45.0
1.350000000000001,Sensor1,Radar2,1.3500047187584296,-154.02139165404216,2502909375.082324,0.00020597541652942072,-135.0
1.430000000000001,Sensor1,Radar3,1.430054361826339,-110.7692768589428,4503781438.903392,0.00029941159720196244,0.0
1.450000000000001,Sensor1,Radar2,1.4500047177478985,-154.98836534360208,2504943186.576751,0.00020755261623166192,-135.0
1.470000000000001,Sensor1,Radar3,1.4700129612338613,-109.14491676476972,4512938670.796497,0.0002958356155115893,0.0
1.490000000000001,Sensor1,Radar1,1.4900490118561738,-86.98929830811666,501627585.56944686,9.854074386713785e-05,45.0
1.6100000000000012,Sensor1,Radar2,1.6100047169997251,-155.47137194914322,2500500789.455796,0.00020482306959904582,-135.0
1.6100000000000012,Sensor1,Radar3,1.6100368025699472,-110.01544903572508,4490390508.253268,0.0002873741753668078,0.0
1.6300000000000012,Sensor1,Radar1,1.6300423038296756,-88.47782917011612,489700548.53303814,9.937932995154989e-05,45.0
1.6500000000000012,Sensor1,Radar1,1.650066025348561,-86.83946945475914,505358667.4651279,9.75629712770136e-05,45.0
1.6700000000000013,Sensor1,Radar1,1.6700917216153732,-86.35939509536331,496630491.86972654,0.00010413235999284379,45.0
1.7100000000000013,Sensor1,Radar3,1.7100099708166665,-110.29259339722724,4499723514.979887,0.00029464241447048426,0.0
1.8100000000000014,Sensor1,Radar2,1.8100047161896802,-154.08446831640296,2500565868.602743,0.0001928373719434812,-135.0
1.8700000000000014,Sensor1,Radar3,1.8700721303425787,-111.43151362387367,4496500494.274254,0.00030045645105414444,0.0
1.8700000000000014,Sensor1,Radar4,1.8700567796696648,-125.31730044123427,6494182076.331802,0.00039623988892134885,38.70905161140709
1.9100000000000015,Sensor1,Radar2,1.910004716616944,-155.6597864786937,2498089539.870833,0.00020555277446875178,-135.0
1.9300000000000015,Sensor1,Radar4,1.9300288297160988,-126.0018068129879,6509927169.285556,0.00041549965992659856,38.7124129644742
2.010000000000001,Sensor1,Radar6,2.0100018875788908,-90.51816084055591,10491476917.486563,0.00015457644559669528,45.01432752646132
2.0300000000000007,Sensor1,Radar5,2.030102827937645,-127.67041351632055,8485857631.283439,0.00047994360966624266,45.019104960783466
2.0300000000000007,Sensor1,Radar6,2.0300018849920622,-89.25245595388076,10510354989.279476,0.0001476648051189428,45.028662218476065
2.0300000000000007,Sensor1,Radar8,2.030033044091346,-146.25189683980582,14489434903.02658,0.0003402238350033699,90.05731868787436
2.0500000000000003,Sensor1,Radar6,2.050001885581937,-87.9718407137593,10508340539.00725,0.0001562624611647073,45.04300407962522
2.07,Sensor1,Radar2,2.0700047190143755,-152.3034784793159,2504337716.6416554,0.00020567620150298846,-135.02290914692514
2.07,Sensor1,Radar6,2.0700018841524677,-88.68276766113426,10506716293.497728,0.00015407569475352169,45.05735311348973
2.07,Sensor1,Radar7,2.070002113165747,-94.10697323186004,12500376103.465015,0.00024716848750051964,72.46244979017295
2.0899999999999994,Sensor1,Radar6,2.0900018845775006,-88.41172392807061,10495794752.408878,0.00015351432454687683,45.07170932365058
2.0899999999999994,Sensor1,Radar7,2.0900021119115424,-93.66112170081826,12497988997.964844,0.00024015615790300198,72.48768522900687
2.109999999999999,Sensor1,Radar6,2.1100018850302846,-88.89571947682202,10492911789.969519,0.0001486879572855215,45.08607271368868
2.109999999999999,Sensor1,Radar7,2.1100021142314436,-95.39434581699896,12493757857.246334,0.0002465609394731601,72.51292434134996
2.1299999999999986,Sensor1,Radar3,2.13002292803368,-109.39975696245779,4502385695.753447,0.0002920811160504428,0.0
2.1299999999999986,Sensor1,Radar6,2.1300018836752006,-88.41795284593503,10496069988.448284,0.00014745329328263535,45.100443287184945
2.1299999999999986,Sensor1,Radar7,2.1300021125732767,-94.88572310317716,12471739193.99123,0.00026041985332006816,72.53816711820723
2.1299999999999986,Sensor1,Radar8,2.1300567557117933,-148.3068055670166,14511644253.779198,0.000362367209426513,90.20081554892053
2.149999999999998,Sensor1,Radar6,2.150001882925256,-90.2387677106282,10492973643.457966,0.00014891809526127573,45.114821047720234
2.149999999999998,Sensor1,Radar7,2.1500021146061705,-96.17156388584011,12491114067.485146,0.00024568225135049554,72.56341355057536
2.1699999999999977,Sensor1,Radar4,2.1700075801411995,-127.05795500553738,6491882391.727323,0.00038758477300706933,38.776372276947576
2.1699999999999977,Sensor1,Radar6,2.1700018830142604,-88.87816219346419,10489484956.922842,0.00014867213395373564,45.12920599887539
2.1699999999999977,Sensor1,Radar7,2.170002111480377,-94.40535664302695,12510176080.108183,0.00024015084496552415,72.58866362944278
2.1899999999999973,Sensor1,Radar4,2.190005914843912,-127.21369540196262,6513104729.593017,0.0003883955003095226,38.7831151949791
2.1899999999999973,Sensor1,Radar6,2.1900018833724246,-88.81396518132651,10494714899.085947,0.00014604846859117625,45.143598144231206
2.1899999999999973,Sensor1,Radar7,2.1900021127765457,-96.38817632524605,12489606934.625237,0.000248451551902006,72.6139173457896
2.209999999999997,Sensor1,Radar3,2.210071747022137,-108.83638477812424,4490388458.006517,0.00031319339399554194,0.0
2.209999999999997,Sensor1,Radar5,2.210102826560023,-127.49848123344259,8508007960.554614,0.00048515665273980116,45.105235075293315
2.209999999999997,Sensor1,Radar6,2.210001882209116,-88.09077065141011,10506832424.456486,0.0001550064093949597,45.157997487368405
2.209999999999997,Sensor1,Radar7,2.2100021119923206,-96.04714027283457,12494559093.599625,0.00024567668933493235,72.63917469058772
2.2299999999999964,Sensor1,Radar6,2.230001882484668,-89.36217303616185,10501745016.10534,0.00015631349538256558,45.1724040318677
2.2299999999999964,Sensor1,Radar7,2.2300021112826345,-93.79655753249924,12497804194.164415,0.00025346747982993116,72.66443565480077
2.249999999999996,Sensor1,Radar6,2.2500018794258096,-88.21158322900312,10512199572.201033,0.00014652867629767904,45.1868177813097
2.249999999999996,Sensor1,Radar7,2.250002110789708,-94.06520435440274,12500681617.385689,0.00025843706144382104,72.68970022938419
2.2699999999999956,Sensor1,Radar2,2.270004722668107,-151.77065125456693,2494084266.5290604,0.00020476591308009293,-135.0801018964033
2.2699999999999956,Sensor1,Radar4,2.2700055237624652,-124.92677262638743,6516988454.885176,0.0004027146240127268,38.810106631114195
2.2699999999999956,Sensor1,Radar6,2.2700018788018554,-88.60299383198398,10478864381.529888,0.00015410164189413484,45.20123873927497
2.2699999999999956,Sensor1,Radar7,2.270002111847373,-94.56307215530394,12497683791.815226,0.0002455281437578625,72.7149684052852
2.289999999999995,Sensor1,Radar6,2.290001879353669,-88.58782947911337,10505248786.689415,0.00015377969185340293,45.215666909343994
2.289999999999995,Sensor1,Radar7,2.2900021133813766,-93.79799626490579,12512198316.596594,0.0002539681169930655,72.74024017344286
2.3099999999999947,Sensor1,Radar6,2.310001880089168,-87.5579810629025,10504939178.693756,0.00015302708474496977,45.230102295097204
2.3099999999999947,Sensor1,Radar7,2.310002110915856,-94.72651314598497,12490559378.552849,0.00024423387452849113,72.76551552478803
